order_id,brand_id,time_slot_id,zone_id,orders_date,platform_id,gross_revenue,food_cost,packing_cost,platform_commission_pct,customer_delivery_paid,discount_applied,order_status,delivery_cost_brand
ORD-043998,4,7,2,2023-02-06,1,317.74,120.16,20.33,0.25,29.28,38.29,Delivered,35
ORD-043999,2,8,4,2023-12-25,1,346.3,99.77,19.76,0.25,48.06,96.87,Delivered,70
ORD-044000,2,8,3,2023-12-25,2,331.79,83.82,20.28,0.22,41.18,122.23,Delivered,45
ORD-044001,3,8,2,2023-12-17,1,292.7,117.74,21.49,0.25,34.94,47.4,Delivered,35
ORD-044002,3,6,2,2024-05-14,1,285.55,114.83,18.85,0.25,29.34,46.33,Delivered,35
ORD-044003,1,7,3,2024-03-17,1,246.13,92.15,17.11,0.25,45.03,41.35,Cancelled,45
ORD-044004,5,4,2,2024-05-04,2,221.51,67.59,13.8,0.22,28.15,43.64,Delivered,35
ORD-044005,2,4,2,2023-02-16,3,451.09,177.76,21.01,0.05,28.28,6.68,Delivered,35
ORD-044006,5,8,1,2023-07-31,1,254.7,79.91,16.48,0.25,20.33,44.4,Delivered,25
ORD-044007,3,5,1,2023-08-01,1,324.45,140.11,18.7,0.25,18.02,32.56,Delivered,25
ORD-044008,4,9,2,2024-01-24,3,350.64,147.5,18.58,0.05,31.48,7.62,Delivered,35
ORD-044009,4,5,3,2023-10-03,3,215.61,90.49,17.71,0.05,36.36,5.17,Delivered,45
ORD-044010,2,7,3,2024-03-25,1,364.68,119.99,18.39,0.25,35.08,64.7,Delivered,45
ORD-044011,3,7,1,2023-09-02,2,244.32,102.48,20.28,0.22,21.73,30.83,Delivered,25
ORD-044012,4,9,1,2023-06-08,1,323.38,125.11,14.63,0.25,21.61,32.42,Delivered,25
ORD-044013,5,8,3,2023-07-17,2,289.57,96.22,16.02,0.22,39.46,36.37,Delivered,45
ORD-044014,3,5,3,2023-05-13,3,297.08,141.03,22.58,0.05,35.65,3.26,Delivered,45
ORD-044015,4,8,2,2023-05-24,1,269.62,106.39,17,0.25,33.36,22.2,Delivered,35
ORD-044016,2,4,2,2023-06-05,1,358.7,131.23,23.66,0.25,29.84,30.63,Delivered,35
ORD-044017,1,6,3,2023-01-14,2,259.4,101.14,18.81,0.22,42.09,34.65,Cancelled,45
ORD-044018,1,5,1,2024-02-22,2,209.03,76.09,22.17,0.22,17.99,39.95,Delivered,25
ORD-044019,3,10,2,2023-09-10,1,324.03,136.04,21.08,0.25,27.95,40.62,Delivered,35
ORD-044020,3,6,1,2023-01-20,1,216.47,85.81,18.92,0.25,23.13,37.7,Cancelled,25
ORD-044021,2,5,1,2023-08-26,1,291.95,97.17,20.41,0.25,22.09,49.03,Delivered,25
ORD-044022,2,3,3,2024-05-22,2,369.69,119.62,21.6,0.22,39.75,70.64,Delivered,45
ORD-044023,2,5,5,2023-11-09,2,290.65,90.86,19.29,0.22,62.19,63.51,Delivered,90
ORD-044024,3,9,1,2024-06-25,1,326.63,134.83,18.38,0.25,20.62,45.73,Delivered,25
ORD-044025,1,8,2,2023-11-22,1,191.89,78.88,20.01,0.25,35.68,16.59,Delivered,35
ORD-044026,5,3,5,2024-06-16,2,206.45,64.87,13.07,0.22,66.48,35.74,Delivered,90
ORD-044027,3,1,2,2023-05-27,1,243.05,100.7,16.04,0.25,27.47,33.25,Delivered,35
ORD-044028,3,8,3,2023-07-16,2,302.32,123.98,22.47,0.22,38.43,44.02,Delivered,45
ORD-044029,2,10,3,2024-02-13,1,422.49,144.56,23.23,0.25,38.29,61.09,Delivered,45
ORD-044030,5,4,2,2024-06-25,2,201.69,60.45,16.63,0.22,32.45,42.62,Delivered,35
ORD-044031,3,6,4,2024-04-13,1,304.16,121.88,20.53,0.25,46.5,50.24,Delivered,70
ORD-044032,2,9,1,2023-11-30,2,375.12,119.01,24.03,0.22,17.86,77.59,Delivered,25
ORD-044033,6,7,2,2023-03-08,1,152.53,37.96,10.85,0.25,26.47,44.06,Delivered,35
ORD-044034,5,5,1,2023-08-22,3,200.81,73.8,13.13,0.05,17.3,6.61,Delivered,25
ORD-044035,1,2,2,2023-03-08,1,200.57,102.08,18.15,0.25,28.85,45.85,Delivered,35
ORD-044036,3,9,2,2023-07-28,2,221.67,84.16,19.89,0.22,27.36,46.33,Delivered,35
ORD-044037,4,1,1,2023-06-29,2,276.04,99.76,20.67,0.22,20.72,44.04,Delivered,25
ORD-044038,1,6,5,2023-09-04,2,213.59,78.02,17.74,0.22,57.65,40.21,Delivered,90
ORD-044039,6,4,3,2024-04-19,2,177.73,52.69,13.34,0.22,39.37,27.2,Delivered,45
ORD-044040,2,2,5,2023-04-22,2,390.34,112.16,24.86,0.22,61.59,109.93,Delivered,90
ORD-044041,6,1,5,2023-07-25,1,213.15,64.99,13.41,0.25,66.6,27.46,Delivered,90
ORD-044042,3,2,5,2023-06-30,1,282.56,116.76,18.93,0.25,56.5,39.3,Delivered,90
ORD-044043,3,8,3,2023-07-20,2,212.55,86.47,20.13,0.22,34.48,32.41,Delivered,45
ORD-044044,4,2,1,2023-08-20,1,212.38,80.56,19.29,0.25,17.84,25.02,Cancelled,25
ORD-044045,4,3,1,2023-06-21,1,262.65,102.97,16.65,0.25,18.04,23.18,Delivered,25
ORD-044046,4,7,1,2024-06-08,3,238.98,98.43,16.9,0.05,18.61,10.07,Delivered,25
ORD-044047,5,5,4,2023-09-21,3,206.73,74.63,13.94,0.05,45.35,10.33,Delivered,70
ORD-044048,3,5,1,2023-03-27,1,234.47,92.8,20.61,0.25,21.6,41.14,Delivered,25
ORD-044049,3,9,3,2023-10-15,1,259.08,114.08,19.14,0.25,40.45,21.41,Delivered,45
ORD-044050,5,2,2,2023-05-14,1,244.31,84.7,14.93,0.25,32.8,21.42,Delivered,35
ORD-044051,4,6,2,2023-06-04,1,289.93,104.62,18.96,0.25,30.16,46.62,Delivered,35
ORD-044052,1,8,1,2023-07-14,2,238.1,83.78,16.69,0.22,19.95,51.92,Delivered,25
ORD-044053,4,4,1,2023-04-04,1,267.03,104.9,16.96,0.25,22.42,23.07,Delivered,25
ORD-044054,5,7,2,2024-02-25,2,209.65,64.56,14.47,0.22,29.92,39.75,Delivered,35
ORD-044055,3,1,3,2024-03-30,1,247.75,105.58,24.13,0.25,41.56,27.79,Delivered,45
ORD-044056,3,9,1,2023-09-07,1,333.44,141.42,17.42,0.25,20.44,38.81,Delivered,25
ORD-044057,1,9,2,2024-02-08,1,188.01,73.04,17,0.25,33.82,25.69,Delivered,35
ORD-044058,6,9,2,2023-09-04,2,156.5,44.43,12.97,0.22,27.99,29.57,Delivered,35
ORD-044059,3,9,1,2023-04-30,2,243.54,96.37,19.59,0.22,20.3,42.76,Delivered,25
ORD-044060,1,9,2,2023-09-09,1,247.8,96.03,15.13,0.25,28.3,34.4,Delivered,35
ORD-044061,6,8,1,2023-12-02,2,207.6,63.77,10.85,0.22,18.05,25.41,Delivered,25
ORD-044062,3,6,3,2023-02-01,2,261.28,108.04,17.5,0.22,42.25,36.19,Delivered,45
ORD-044063,1,8,2,2024-01-23,2,205.75,76.11,15.53,0.22,28.73,36.61,Delivered,35
ORD-044064,2,8,2,2024-03-07,1,252.07,92.48,22.03,0.25,28.35,20.86,Delivered,35
ORD-044065,6,9,1,2024-04-30,2,153.96,42.69,11.45,0.22,21.89,32,Delivered,25
ORD-044066,3,9,4,2023-03-19,2,245.02,103.01,21.4,0.22,55.36,30.42,Delivered,70
ORD-044067,3,2,3,2023-01-01,1,293.02,118.77,18.95,0.25,40.05,45.59,Cancelled,45
ORD-044068,3,8,1,2023-02-26,1,298.61,123.84,20.93,0.25,19.97,40.61,Cancelled,25
ORD-044069,3,8,4,2024-06-01,1,336.5,136.43,18.29,0.25,52.82,52.27,Delivered,70
ORD-044070,2,9,2,2024-03-19,3,377.86,146.99,24.09,0.05,33.72,10.39,Delivered,35
ORD-044071,3,9,3,2024-04-18,2,304.22,120.44,19.24,0.22,40.65,53.3,Delivered,45
ORD-044072,4,5,2,2023-11-12,2,178.08,49.56,19.01,0.22,28.05,62.82,Delivered,35
ORD-044073,3,9,2,2023-11-15,1,299.5,128.99,21.97,0.25,33.1,30.78,Delivered,35
ORD-044074,4,9,1,2023-07-21,2,276.06,102.25,19.38,0.22,19.69,38.27,Delivered,25
ORD-044075,6,7,1,2024-04-21,1,186.35,59.87,12.2,0.25,21.94,15.29,Delivered,25
ORD-044076,6,9,3,2024-04-15,2,149.67,44.13,13.78,0.22,35.09,23.59,Delivered,45
ORD-044077,3,9,4,2023-09-06,2,281.63,106.25,18.13,0.22,52.21,60.28,Delivered,70
ORD-044078,2,5,3,2023-08-06,1,382.94,128.04,18.65,0.25,48.1,62.83,Delivered,45
ORD-044079,2,6,2,2024-03-04,1,449.32,163.23,24.44,0.25,28.33,41.24,Delivered,35
ORD-044080,4,3,5,2023-01-22,3,275.94,113.86,19.26,0.05,56.39,11.16,Delivered,90
ORD-044081,1,7,1,2024-04-30,1,225.34,86.74,16.16,0.25,21.35,32.58,Delivered,25
ORD-044082,1,10,2,2023-10-02,1,222.72,73.96,19.78,0.25,29.79,58.37,Delivered,35
ORD-044083,3,3,3,2023-10-01,2,264.63,111.66,20.9,0.22,46.01,32.01,Delivered,45
ORD-044084,5,6,2,2024-01-28,2,281.53,88.4,13.5,0.22,34.6,48.9,Delivered,35
ORD-044085,2,1,3,2024-01-18,2,355.95,113.82,24.16,0.22,43.67,71.4,Delivered,45
ORD-044086,1,2,3,2023-07-03,1,241.3,150.58,19.34,0.25,39.13,19.9,Delivered,45
ORD-044087,5,6,2,2024-06-08,3,215.98,79.48,13.54,0.05,28.11,6.83,Delivered,35
ORD-044088,2,8,1,2024-06-25,2,391.33,127.88,22.18,0.22,18.95,71.64,Cancelled,25
ORD-044089,3,8,1,2023-11-14,3,208.37,97.46,21,0.05,19.81,5.33,Delivered,25
ORD-044090,5,5,2,2023-12-05,1,259.27,89.27,15.19,0.25,30.45,24.36,Delivered,35
ORD-044091,2,9,5,2023-12-01,1,344.1,115.7,24.46,0.25,64.85,54.84,Delivered,90
ORD-044092,4,5,2,2023-10-25,3,238.06,99.14,18.42,0.05,28.59,7.51,Delivered,35
ORD-044093,6,10,1,2024-06-09,2,157.47,43.08,10.14,0.22,19.86,34.39,Cancelled,25
ORD-044094,4,9,4,2023-06-21,2,248.53,89.14,17.63,0.22,48.48,41.22,Delivered,70
ORD-044095,2,9,3,2023-03-23,2,372.6,122.93,23.97,0.22,35.52,65.28,Delivered,45
ORD-044096,4,2,3,2024-06-02,1,250.73,98.4,16.69,0.25,33.62,21.9,Delivered,45
ORD-044097,1,8,3,2023-06-03,2,248.26,91.48,16.21,0.22,39.32,44.96,Delivered,45
ORD-044098,2,7,1,2024-03-10,1,367.27,123.63,20,0.25,20.41,58.2,Delivered,25
ORD-044099,4,9,2,2023-05-28,1,357.29,132.35,18.56,0.25,24.98,49.51,Delivered,35
ORD-044100,2,9,2,2024-06-15,2,331.54,106.13,23.55,0.22,28.03,66.22,Delivered,35
ORD-044101,1,6,2,2024-03-29,1,223.58,89.67,15.56,0.25,29.06,24.31,Delivered,35
ORD-044102,2,3,4,2024-05-29,3,274.95,104.72,21.38,0.05,51.46,13.14,Delivered,70
ORD-044103,1,5,5,2024-06-11,2,228.6,81.81,15.52,0.22,65,46.79,Cancelled,90
ORD-044104,3,9,4,2023-03-07,3,287.9,134.19,19.09,0.05,57.08,8.34,Delivered,70
ORD-044105,1,6,1,2023-09-27,1,258.48,100.5,18.53,0.25,18.8,35.15,Delivered,25
ORD-044106,5,9,3,2024-01-19,2,265.93,88.67,13.02,0.22,41.74,32.58,Delivered,45
ORD-044107,5,5,1,2024-04-04,2,204.2,63.56,14.87,0.22,20.83,36.95,Delivered,25
ORD-044108,2,10,1,2023-06-19,1,352.19,120.09,27.25,0.25,20.3,51.96,Delivered,25
ORD-044109,3,6,5,2024-05-27,2,218.5,89.44,23.35,0.22,54.55,32.17,Delivered,90
ORD-044110,5,5,4,2023-06-07,1,186.04,60.79,16.84,0.25,51.12,26.07,Delivered,70
ORD-044111,6,7,2,2024-05-03,1,178.24,55.14,13.33,0.25,30.34,20.71,Delivered,35
ORD-044112,1,10,2,2023-11-10,3,278.92,118.84,19.05,0.05,30.84,14.84,Delivered,35
ORD-044113,4,7,3,2023-11-12,2,271.42,86.1,16.55,0.22,38.88,71.18,Delivered,45
ORD-044114,1,9,2,2023-08-27,3,229.06,100.12,15.47,0.05,30.57,6.56,Delivered,35
ORD-044115,1,4,1,2023-03-19,2,212.87,82.12,17.26,0.22,21.34,30.39,Delivered,25
ORD-044116,1,3,4,2023-08-15,2,145.36,48.38,17.87,0.22,50,37.84,Delivered,70
ORD-044117,3,9,4,2023-09-24,1,351.57,152.04,19.76,0.25,45.26,34.82,Delivered,70
ORD-044118,3,6,3,2023-10-21,2,279.88,114.74,18.14,0.22,34.58,40.84,Delivered,45
ORD-044119,1,8,1,2024-03-05,2,254.22,91.93,20.73,0.22,21.27,49.94,Delivered,25
ORD-044120,3,6,4,2023-08-16,3,313.48,148.57,16.67,0.05,55.71,3.96,Delivered,70
ORD-044121,3,9,5,2023-09-14,2,216.91,83.35,18.7,0.22,69.27,43.27,Delivered,90
ORD-044122,5,6,2,2024-05-23,1,231.26,73.93,12.57,0.25,30.9,36.71,Delivered,35
ORD-044123,4,9,2,2024-03-12,1,284.04,109.3,18.62,0.25,30.63,29.86,Cancelled,35
ORD-044124,3,9,2,2023-01-20,2,367.71,142.73,18.3,0.22,29.3,70.36,Delivered,35
ORD-044125,2,4,3,2024-04-09,1,445.03,163.04,22.62,0.25,43.49,37.44,Delivered,45
ORD-044126,1,6,2,2024-06-27,3,217.29,94.59,17.01,0.05,24.82,7.1,Delivered,35
ORD-044127,5,5,2,2024-06-07,1,205.02,67.72,14.42,0.25,28.55,26.82,Delivered,35
ORD-044128,2,8,3,2024-04-18,1,382.26,133.02,23.15,0.25,39.42,49.72,Delivered,45
ORD-044129,1,2,3,2024-01-09,1,212.85,123.04,17.57,0.25,40.97,37.18,Delivered,45
ORD-044130,4,5,2,2023-07-10,3,218.48,92.74,19.67,0.05,27.27,2.81,Delivered,35
ORD-044131,1,1,1,2024-01-23,1,262.69,158.58,14.13,0.25,19.93,29.64,Delivered,25
ORD-044132,2,6,4,2024-02-11,1,297.39,108.02,21.96,0.25,42.32,27.33,Cancelled,70
ORD-044133,3,6,1,2023-07-12,2,290.39,111.69,18.21,0.22,21.22,57.7,Delivered,25
ORD-044134,3,5,1,2023-06-27,1,278.11,118.66,16.19,0.25,18.91,30.9,Delivered,25
ORD-044135,1,4,5,2023-09-09,1,207.13,80.95,18.55,0.25,59.25,27.24,Delivered,90
ORD-044136,1,7,2,2024-01-15,1,195.33,77.66,19.29,0.25,31.8,22.76,Delivered,35
ORD-044137,3,5,2,2023-07-18,2,332.38,133.17,21.85,0.22,30.61,54.95,Delivered,35
ORD-044138,3,3,2,2023-12-02,2,294.96,118.57,18.91,0.22,28.8,47.93,Delivered,35
ORD-044139,2,10,1,2024-05-19,2,409.28,134.35,20.42,0.22,23.03,73.41,Delivered,25
ORD-044140,2,9,1,2023-07-19,2,364.81,114.98,26.48,0.22,21.1,77.36,Delivered,25
ORD-044141,3,3,5,2024-06-17,3,211.5,97.05,18.5,0.05,62.98,9.32,Delivered,90
ORD-044142,1,5,5,2023-10-18,2,244.06,87.37,18.43,0.22,58.12,49.91,Delivered,90
ORD-044143,1,8,4,2023-03-17,2,195.3,75.72,17.86,0.22,50.13,27.04,Delivered,70
ORD-044144,3,3,3,2023-02-12,1,335.77,143.28,22.15,0.25,38.19,37.26,Cancelled,45
ORD-044145,3,10,5,2023-08-12,1,252.43,107.1,20.5,0.25,51.75,29.31,Delivered,90
ORD-044146,4,1,2,2023-06-29,1,285.25,110.9,19.18,0.25,22.9,27.34,Delivered,35
ORD-044147,2,7,3,2024-04-22,1,349.59,121.07,25.3,0.25,42.66,46.91,Delivered,45
ORD-044148,4,7,1,2024-03-04,1,259.19,99.33,18.84,0.25,18.81,28.2,Delivered,25
ORD-044149,3,7,2,2024-05-12,2,227.66,89.89,16.81,0.22,25.05,40.38,Delivered,35
ORD-044150,5,7,4,2023-12-20,2,283.92,87.47,14.51,0.22,57.49,53.74,Delivered,70
ORD-044151,3,2,1,2023-09-28,1,254.79,111.54,19.46,0.25,18.29,22.41,Delivered,25
ORD-044152,3,8,3,2023-07-06,1,283.42,118.32,19.21,0.25,40.82,36.91,Delivered,45
ORD-044153,3,9,5,2023-12-17,1,210,92.13,18.49,0.25,62.29,18.07,Delivered,90
ORD-044154,1,8,1,2024-01-03,1,275.19,108.34,16.85,0.25,21.15,34.44,Delivered,25
ORD-044155,1,6,1,2023-09-07,2,213.07,76.15,16.92,0.22,20.42,43.84,Delivered,25
ORD-044156,2,4,2,2024-06-06,1,368.77,131.78,21.76,0.25,28.8,39.32,Delivered,35
ORD-044157,1,8,4,2024-01-15,2,216.54,81.4,19.01,0.22,50.32,35.64,Cancelled,70
ORD-044158,1,6,3,2024-04-19,2,225.63,88.03,17.11,0.22,38.73,30.01,Delivered,45
ORD-044159,4,9,5,2024-01-04,2,241.25,86.42,19.5,0.22,53.81,40.27,Delivered,90
ORD-044160,4,2,2,2023-07-31,1,190.73,67.36,15.41,0.25,30.98,34.08,Delivered,35
ORD-044161,1,1,1,2024-03-03,2,254.16,151.77,16.88,0.22,21.15,32.16,Delivered,25
ORD-044162,5,5,4,2023-06-13,3,196.85,72.55,14.44,0.05,46.27,5.93,Cancelled,70
ORD-044163,5,3,4,2023-12-24,1,195.75,66.37,12.75,0.25,52.5,21.08,Cancelled,70
ORD-044164,2,9,4,2023-09-11,1,432.73,155.61,20.56,0.25,50.56,43.7,Delivered,70
ORD-044165,3,3,2,2023-04-22,3,267.76,122.45,18.02,0.05,30.14,12.65,Delivered,35
ORD-044166,4,10,1,2023-09-17,2,263.69,98.06,17.48,0.22,20.33,35.65,Refunded,25
ORD-044167,5,4,2,2023-07-27,1,283.28,90.29,16.08,0.25,26.67,45.67,Delivered,35
ORD-044168,3,9,2,2023-03-26,1,357.37,151.01,17.89,0.25,33.37,42.77,Cancelled,35
ORD-044169,3,6,4,2024-04-12,2,263.24,101.3,18.05,0.22,53.03,52.19,Cancelled,70
ORD-044170,4,7,2,2023-11-02,1,272.81,102.48,17.7,0.25,35.88,34.48,Delivered,35
ORD-044171,2,4,3,2023-08-15,2,381.92,100.03,18.55,0.22,40.95,131.85,Delivered,45
ORD-044172,3,3,1,2023-11-05,1,236.65,95.78,21.24,0.25,17.72,37.1,Delivered,25
ORD-044173,1,8,5,2024-03-13,2,148.53,55.33,13.52,0.22,49.86,25.57,Delivered,90
ORD-044174,4,9,5,2023-01-16,2,323.53,110.68,16.68,0.22,64.71,66.14,Refunded,90
ORD-044175,4,9,1,2023-11-26,1,302.77,116.55,18.21,0.25,19.17,31.72,Delivered,25
ORD-044176,5,9,2,2023-10-21,3,273.31,97.93,13.58,0.05,27.36,15.6,Delivered,35
ORD-044177,3,9,4,2024-05-16,1,246.64,106.08,22.08,0.25,47.39,25.64,Delivered,70
ORD-044178,3,4,1,2023-12-02,2,246.52,97.95,18.82,0.22,20.3,42.45,Delivered,25
ORD-044179,2,8,1,2023-04-14,2,334.99,105.24,21.65,0.22,20.86,71.88,Cancelled,25
ORD-044180,1,7,4,2023-09-04,1,268.12,110.52,16.78,0.25,47.87,22.51,Delivered,70
ORD-044181,1,5,3,2024-01-04,1,218.73,87.03,17.34,0.25,38.74,25.34,Delivered,45
ORD-044182,5,7,2,2023-02-05,2,227.1,71.69,15.29,0.22,29.7,38.45,Delivered,35
ORD-044183,3,7,2,2024-05-12,1,234.96,103.58,20.31,0.25,31,19.16,Delivered,35
ORD-044184,2,8,5,2023-02-22,1,342.6,115.45,22.59,0.25,57.94,53.97,Delivered,90
ORD-044185,5,2,4,2023-01-26,1,171.22,50.28,13.66,0.25,54.58,38.9,Delivered,70
ORD-044186,1,4,1,2023-01-02,1,248.29,92.44,18.33,0.25,20.17,42.87,Refunded,25
ORD-044187,3,6,2,2024-02-04,1,335.7,147.64,21.91,0.25,25.29,28.12,Delivered,35
ORD-044188,4,1,1,2023-10-08,2,270.82,99.39,15.65,0.22,19.54,39.69,Delivered,25
ORD-044189,1,5,2,2023-03-19,1,260.7,101.7,14.9,0.25,32.39,34.69,Delivered,35
ORD-044190,1,9,4,2024-04-28,1,195.26,77.33,19.47,0.25,50.07,23.42,Delivered,70
ORD-044191,1,7,5,2023-05-27,2,219.12,84.86,18.6,0.22,63.88,30.54,Delivered,90
ORD-044192,6,9,2,2023-08-05,1,171.02,51.35,13.01,0.25,30.02,24.3,Delivered,35
ORD-044193,4,5,2,2023-05-09,2,289.04,103.79,18.79,0.22,31.85,47.66,Cancelled,35
ORD-044194,1,6,3,2024-06-02,2,186.98,73.79,18.57,0.22,46.21,23,Delivered,45
ORD-044195,3,9,3,2024-03-15,2,328.83,130.06,18.84,0.22,43.96,57.87,Delivered,45
ORD-044196,2,2,3,2024-02-26,2,320.47,108.07,18.79,0.22,43.61,50.29,Delivered,45
ORD-044197,1,6,1,2023-02-03,1,205.7,81.17,17.95,0.25,18.75,25.33,Delivered,25
ORD-044198,6,8,3,2023-11-12,2,167.93,36.7,13.67,0.22,39.45,63.08,Delivered,45
ORD-044199,1,8,1,2023-12-13,2,242.5,91.72,19.04,0.22,17.85,38.67,Delivered,25
ORD-044200,4,5,2,2023-09-01,1,223.62,84.72,15.72,0.25,34.58,26.59,Delivered,35
ORD-044201,5,9,4,2023-08-03,3,183.86,66.43,15.81,0.05,50.81,9.04,Delivered,70
ORD-044202,3,9,4,2024-04-26,1,282.29,113.5,23.02,0.25,55.23,45.83,Delivered,70
ORD-044203,6,3,2,2023-01-20,1,138.11,39.66,12.27,0.25,29.8,24.81,Delivered,35
ORD-044204,1,7,1,2024-01-07,1,207.15,79.33,19.75,0.25,21.57,30.87,Delivered,25
ORD-044205,6,10,2,2023-09-07,3,128.23,42.52,13.86,0.05,25.1,6.75,Delivered,35
ORD-044206,1,9,1,2024-01-26,1,211.75,65.95,16.43,0.25,19.95,65.2,Delivered,25
ORD-044207,3,9,2,2023-05-24,1,343.3,148.64,19.93,0.25,32.1,33.64,Delivered,35
ORD-044208,5,3,3,2023-06-18,1,287.54,99.84,16.41,0.25,41.44,24.81,Delivered,45
ORD-044209,3,7,2,2023-12-19,1,271.92,117.6,22.57,0.25,29.89,26.93,Delivered,35
ORD-044210,3,6,3,2024-06-23,2,288.26,114.37,21.93,0.22,37.5,49.98,Delivered,45
ORD-044211,1,7,3,2024-06-21,1,200.24,75.02,16.77,0.25,39.64,33.53,Delivered,45
ORD-044212,6,7,4,2023-06-24,3,170.58,56.76,11.42,0.05,46.91,8.42,Delivered,70
ORD-044213,2,9,3,2023-03-18,2,349.35,110.83,21.68,0.22,38.78,72.28,Cancelled,45
ORD-044214,5,7,2,2023-12-21,3,223.22,81.81,14.39,0.05,30.5,7.92,Delivered,35
ORD-044215,6,6,3,2023-09-20,2,213.43,64.55,11.29,0.22,36.31,29,Delivered,45
ORD-044216,2,9,1,2024-03-17,3,385.69,147.4,22.21,0.05,20.99,17.18,Delivered,25
ORD-044217,4,9,5,2023-11-16,1,279.7,108.09,19.29,0.25,67.45,28.33,Delivered,90
ORD-044218,1,2,1,2023-11-09,1,146.83,85.38,20.67,0.25,21.1,24.98,Delivered,25
ORD-044219,4,4,3,2024-01-18,1,165.14,62.9,15.67,0.25,39.97,18.87,Delivered,45
ORD-044220,3,10,3,2023-04-06,1,258.52,104.52,24.49,0.25,41.65,40.77,Delivered,45
ORD-044221,1,7,3,2024-02-01,2,165.85,61.37,17.91,0.22,45.21,29.47,Delivered,45
ORD-044222,5,10,1,2023-10-27,3,227.75,84.1,15.51,0.05,19.48,6.43,Delivered,25
ORD-044223,4,10,1,2024-04-11,1,312.99,102.87,20.23,0.25,18.3,73.75,Delivered,25
ORD-044224,2,9,2,2023-04-15,2,275.08,93.44,17.05,0.22,27.58,41.49,Delivered,35
ORD-044225,3,6,3,2023-07-22,1,175.25,69.4,17.65,0.25,43.66,30.66,Delivered,45
ORD-044226,2,4,1,2024-06-11,2,258.64,82.45,20.89,0.22,19.92,52.52,Delivered,25
ORD-044227,4,1,1,2023-11-30,1,252.03,89,18.34,0.25,20.8,45.05,Delivered,25
ORD-044228,3,4,5,2024-06-02,3,256.65,121.09,19.48,0.05,57.21,4.37,Delivered,90
ORD-044229,1,9,2,2024-02-08,2,216.22,77.29,16.46,0.22,31.26,44.47,Delivered,35
ORD-044230,2,9,2,2024-06-01,2,345.07,118.14,14.69,0.22,30.37,49.73,Delivered,35
ORD-044231,4,9,1,2023-07-31,3,239.69,99.68,16.9,0.05,18.33,7.87,Delivered,25
ORD-044232,4,9,5,2023-03-09,1,282.06,99.48,15.76,0.25,59.49,50.71,Delivered,90
ORD-044233,2,10,3,2024-04-04,2,295.45,93.58,23.93,0.22,44.53,61.5,Cancelled,45
ORD-044234,3,9,3,2024-04-05,1,244.68,107.87,15.28,0.25,37.12,19.95,Delivered,45
ORD-044235,3,8,5,2024-01-03,1,257.11,110.01,19.29,0.25,61.33,27.93,Delivered,90
ORD-044236,1,8,3,2023-12-15,1,224.04,91.31,22.36,0.25,38.71,21.13,Delivered,45
ORD-044237,4,9,1,2024-05-27,2,259.73,93.43,20.18,0.22,21.56,42.45,Cancelled,25
ORD-044238,2,6,3,2023-05-08,1,339.14,117.27,22.84,0.25,38.19,45.97,Delivered,45
ORD-044239,3,9,3,2024-01-02,1,266.67,109.86,20.48,0.25,40.54,37.79,Delivered,45
ORD-044240,1,8,2,2023-02-08,1,191.02,74.57,19,0.25,28.3,25.32,Delivered,35
ORD-044241,3,4,1,2023-04-16,2,331.96,138,20.25,0.22,18.92,44.47,Delivered,25
ORD-044242,5,3,2,2023-09-29,2,216.67,66.36,12.61,0.22,32.47,42.04,Delivered,35
ORD-044243,3,5,1,2024-04-11,3,289.14,124.75,18.35,0.05,20.47,29.24,Delivered,25
ORD-044244,3,9,2,2024-03-02,1,277.78,111.56,17.44,0.25,32.27,45.37,Delivered,35
ORD-044245,3,5,1,2024-06-21,3,283.29,130.86,23.38,0.05,21.02,10.67,Delivered,25
ORD-044246,2,9,3,2023-02-04,1,334.87,115,20.92,0.25,43.86,47.37,Delivered,45
ORD-044247,1,6,1,2023-09-01,1,228.31,93.51,19.57,0.25,18.64,20.52,Delivered,25
ORD-044248,5,6,1,2023-04-26,1,269.59,93.16,14.15,0.25,19.5,24.42,Delivered,25
ORD-044249,5,8,2,2023-01-28,1,261.69,87.97,15.46,0.25,26.25,30.19,Delivered,35
ORD-044250,3,9,1,2023-07-02,1,293.9,125.25,17.15,0.25,20.39,32.96,Delivered,25
ORD-044251,1,9,5,2023-06-21,1,255.81,104.97,16.61,0.25,62.69,22.55,Delivered,90
ORD-044252,5,8,2,2023-09-20,2,256.4,77.11,13.86,0.22,30.22,53.48,Delivered,35
ORD-044253,2,8,3,2023-04-16,1,340.76,118.52,25.28,0.25,38.3,44.46,Delivered,45
ORD-044254,5,7,2,2023-10-27,2,174.52,53.9,16.45,0.22,28.51,32.67,Cancelled,35
ORD-044255,3,10,2,2024-05-30,1,311.86,125.53,15.78,0.25,30.86,50.33,Delivered,35
ORD-044256,1,9,1,2024-03-10,1,202,76.14,16.16,0.25,17.35,32.81,Delivered,25
ORD-044257,4,5,2,2024-04-21,2,226.42,85.11,19.89,0.22,29.23,28.5,Delivered,35
ORD-044258,3,5,1,2024-04-05,2,354.26,147.76,20.68,0.22,18.97,46.43,Cancelled,25
ORD-044259,2,5,5,2023-09-05,1,340.28,125.03,19.94,0.25,59.1,27.71,Delivered,90
